# ExportSyncDB: 24-11-25 11:14:11 [ LUA ]
# TRACKASSEMBLY_PIECES:(MODEL	TYPE	NAME)
# Categorize(AlexCookie's 2ft track pack): 740453553
"models/hunter/tubes/tube2x2x025.mdl"	"PHX Tubes Plastic"	"Tube2x2x025"
"models/hunter/tubes/tube2x2x025b.mdl"	"PHX Tubes Plastic"	"Tube2x2x025b"
"models/hunter/tubes/tube2x2x025c.mdl"	"PHX Tubes Plastic"	"Tube2x2x025c"
"models/hunter/tubes/tube2x2x025d.mdl"	"PHX Tubes Plastic"	"Tube2x2x025d"
"models/hunter/tubes/tube2x2x05.mdl"	"PHX Tubes Plastic"	"Tube2x2x05"
"models/hunter/tubes/tube2x2x05b.mdl"	"PHX Tubes Plastic"	"Tube2x2x05b"
"models/hunter/tubes/tube2x2x05c.mdl"	"PHX Tubes Plastic"	"Tube2x2x05c"
"models/hunter/tubes/tube2x2x05d.mdl"	"PHX Tubes Plastic"	"Tube2x2x05d"
"models/hunter/tubes/tube2x2x1.mdl"	"PHX Tubes Plastic"	"Tube2x2x1"
"models/hunter/tubes/tube2x2x16d.mdl"	"PHX Tubes Plastic"	"Tube2x2x16d"
"models/hunter/tubes/tube2x2x1b.mdl"	"PHX Tubes Plastic"	"Tube2x2x1b"
"models/hunter/tubes/tube2x2x1c.mdl"	"PHX Tubes Plastic"	"Tube2x2x1c"
"models/hunter/tubes/tube2x2x1d.mdl"	"PHX Tubes Plastic"	"Tube2x2x1d"
"models/hunter/tubes/tube2x2x2.mdl"	"PHX Tubes Plastic"	"Tube2x2x2"
"models/hunter/tubes/tube2x2x2b.mdl"	"PHX Tubes Plastic"	"Tube2x2x2b"
"models/hunter/tubes/tube2x2x2c.mdl"	"PHX Tubes Plastic"	"Tube2x2x2c"
"models/hunter/tubes/tube2x2x2d.mdl"	"PHX Tubes Plastic"	"Tube2x2x2d"
"models/hunter/tubes/tube2x2x4.mdl"	"PHX Tubes Plastic"	"Tube2x2x4"
"models/hunter/tubes/tube2x2x4b.mdl"	"PHX Tubes Plastic"	"Tube2x2x4b"
"models/hunter/tubes/tube2x2x4c.mdl"	"PHX Tubes Plastic"	"Tube2x2x4c"
"models/hunter/tubes/tube2x2x4d.mdl"	"PHX Tubes Plastic"	"Tube2x2x4d"
"models/hunter/tubes/tube2x2x8.mdl"	"PHX Tubes Plastic"	"Tube2x2x8"
"models/hunter/tubes/tube2x2x8b.mdl"	"PHX Tubes Plastic"	"Tube2x2x8b"
"models/hunter/tubes/tube2x2x8c.mdl"	"PHX Tubes Plastic"	"Tube2x2x8c"
"models/hunter/tubes/tube2x2x8d.mdl"	"PHX Tubes Plastic"	"Tube2x2x8d"
"models/hunter/tubes/tube2x2xt.mdl"	"PHX Tubes Plastic"	"Tube2x2xt"
"models/hunter/tubes/tube2x2xta.mdl"	"PHX Tubes Plastic"	"Tube2x2xta"
"models/hunter/tubes/tube2x2xtb.mdl"	"PHX Tubes Plastic"	"Tube2x2xtb"
"models/hunter/tubes/tube4x4x025.mdl"	"PHX Tubes Plastic"	"Tube4x4x025"
"models/hunter/tubes/tube4x4x025b.mdl"	"PHX Tubes Plastic"	"Tube4x4x025b"
"models/hunter/tubes/tube4x4x025c.mdl"	"PHX Tubes Plastic"	"Tube4x4x025c"
"models/hunter/tubes/tube4x4x025d.mdl"	"PHX Tubes Plastic"	"Tube4x4x025d"
"models/hunter/tubes/tube4x4x05.mdl"	"PHX Tubes Plastic"	"Tube4x4x05"
"models/hunter/tubes/tube4x4x05b.mdl"	"PHX Tubes Plastic"	"Tube4x4x05b"
"models/hunter/tubes/tube4x4x05c.mdl"	"PHX Tubes Plastic"	"Tube4x4x05c"
"models/hunter/tubes/tube4x4x05d.mdl"	"PHX Tubes Plastic"	"Tube4x4x05d"
"models/hunter/tubes/tube4x4x1.mdl"	"PHX Tubes Plastic"	"Tube4x4x1"
"models/hunter/tubes/tube4x4x16.mdl"	"PHX Tubes Plastic"	"Tube4x4x16"
"models/hunter/tubes/tube4x4x16b.mdl"	"PHX Tubes Plastic"	"Tube4x4x16b"
"models/hunter/tubes/tube4x4x16c.mdl"	"PHX Tubes Plastic"	"Tube4x4x16c"
"models/hunter/tubes/tube4x4x16d.mdl"	"PHX Tubes Plastic"	"Tube4x4x16d"
"models/hunter/tubes/tube4x4x1b.mdl"	"PHX Tubes Plastic"	"Tube4x4x1b"
"models/hunter/tubes/tube4x4x1c.mdl"	"PHX Tubes Plastic"	"Tube4x4x1c"
"models/hunter/tubes/tube4x4x1d.mdl"	"PHX Tubes Plastic"	"Tube4x4x1d"
"models/hunter/tubes/tube4x4x1to2x2.mdl"	"PHX Tubes Plastic"	"Tube4x4x1to2x2"
"models/hunter/tubes/tube4x4x2.mdl"	"PHX Tubes Plastic"	"Tube4x4x2"
"models/hunter/tubes/tube4x4x2b.mdl"	"PHX Tubes Plastic"	"Tube4x4x2b"
"models/hunter/tubes/tube4x4x2c.mdl"	"PHX Tubes Plastic"	"Tube4x4x2c"
"models/hunter/tubes/tube4x4x2d.mdl"	"PHX Tubes Plastic"	"Tube4x4x2d"
"models/hunter/tubes/tube4x4x3.mdl"	"PHX Tubes Plastic"	"Tube4x4x3"
"models/hunter/tubes/tube4x4x3b.mdl"	"PHX Tubes Plastic"	"Tube4x4x3b"
"models/hunter/tubes/tube4x4x3c.mdl"	"PHX Tubes Plastic"	"Tube4x4x3c"
"models/hunter/tubes/tube4x4x3d.mdl"	"PHX Tubes Plastic"	"Tube4x4x3d"
"models/hunter/tubes/tube4x4x4.mdl"	"PHX Tubes Plastic"	"Tube4x4x4"
"models/hunter/tubes/tube4x4x4b.mdl"	"PHX Tubes Plastic"	"Tube4x4x4b"
"models/hunter/tubes/tube4x4x4c.mdl"	"PHX Tubes Plastic"	"Tube4x4x4c"
"models/hunter/tubes/tube4x4x4d.mdl"	"PHX Tubes Plastic"	"Tube4x4x4d"
"models/hunter/tubes/tube4x4x5.mdl"	"PHX Tubes Plastic"	"Tube4x4x5"
"models/hunter/tubes/tube4x4x5b.mdl"	"PHX Tubes Plastic"	"Tube4x4x5b"
"models/hunter/tubes/tube4x4x5c.mdl"	"PHX Tubes Plastic"	"Tube4x4x5c"
"models/hunter/tubes/tube4x4x5d.mdl"	"PHX Tubes Plastic"	"Tube4x4x5d"
"models/hunter/tubes/tube4x4x6.mdl"	"PHX Tubes Plastic"	"Tube4x4x6"
"models/hunter/tubes/tube4x4x6b.mdl"	"PHX Tubes Plastic"	"Tube4x4x6b"
"models/hunter/tubes/tube4x4x6c.mdl"	"PHX Tubes Plastic"	"Tube4x4x6c"
"models/hunter/tubes/tube4x4x6d.mdl"	"PHX Tubes Plastic"	"Tube4x4x6d"
"models/hunter/tubes/tube4x4x8.mdl"	"PHX Tubes Plastic"	"Tube4x4x8"
"models/hunter/tubes/tube4x4x8b.mdl"	"PHX Tubes Plastic"	"Tube4x4x8b"
"models/hunter/tubes/tube4x4x8c.mdl"	"PHX Tubes Plastic"	"Tube4x4x8c"
"models/hunter/tubes/tube4x4x8d.mdl"	"PHX Tubes Plastic"	"Tube4x4x8d"
"models/hunter/tubes/tubebend1x1x90.mdl"	"PHX Tubes Plastic"	"Tubebend1x1x90"
"models/hunter/tubes/tubebend1x2x90.mdl"	"PHX Tubes Plastic"	"Tubebend1x2x90"
"models/hunter/tubes/tubebend1x2x90a.mdl"	"PHX Tubes Plastic"	"Tubebend1x2x90a"
"models/hunter/tubes/tubebend1x2x90b.mdl"	"PHX Tubes Plastic"	"Tubebend1x2x90b"
"models/hunter/tubes/tubebend2x2x90.mdl"	"PHX Tubes Plastic"	"Tubebend2x2x90"
"models/hunter/tubes/tubebend2x2x90outer.mdl"	"PHX Tubes Plastic"	"Tubebend2x2x90outer"
"models/hunter/tubes/tubebend2x2x90square.mdl"	"PHX Tubes Plastic"	"Tubebend2x2x90square"
"models/hunter/tubes/tubebend4x4x90.mdl"	"PHX Tubes Plastic"	"Tubebend4x4x90"
"models/hunter/tubes/tubebendinsidesquare.mdl"	"PHX Tubes Plastic"	"Tubebendinsidesquare"
"models/hunter/tubes/tubebendinsidesquare2.mdl"	"PHX Tubes Plastic"	"Tubebendinsidesquare2"
"models/hunter/tubes/tubebendoutsidesquare.mdl"	"PHX Tubes Plastic"	"Tubebendoutsidesquare"
"models/hunter/tubes/tubebendoutsidesquare2.mdl"	"PHX Tubes Plastic"	"Tubebendoutsidesquare2"
# Categorize(Portal 2 High Walkway): nil
"models/props_bts/hanging_walkway_128a.mdl"	"Portal 2 High Walkway"	"128a"
"models/props_bts/hanging_walkway_128b.mdl"	"Portal 2 High Walkway"	"128b"
"models/props_bts/hanging_walkway_128c.mdl"	"Portal 2 High Walkway"	"128c"
"models/props_bts/hanging_walkway_128d.mdl"	"Portal 2 High Walkway"	"128d"
"models/props_bts/hanging_walkway_128e.mdl"	"Portal 2 High Walkway"	"128e"
"models/props_bts/hanging_walkway_16a.mdl"	"Portal 2 High Walkway"	"16a"
"models/props_bts/hanging_walkway_16b.mdl"	"Portal 2 High Walkway"	"16b"
"models/props_bts/hanging_walkway_16c.mdl"	"Portal 2 High Walkway"	"16c"
"models/props_bts/hanging_walkway_16d.mdl"	"Portal 2 High Walkway"	"16d"
"models/props_bts/hanging_walkway_16e.mdl"	"Portal 2 High Walkway"	"16e"
"models/props_bts/hanging_walkway_256a.mdl"	"Portal 2 High Walkway"	"256a"
"models/props_bts/hanging_walkway_256b.mdl"	"Portal 2 High Walkway"	"256b"
"models/props_bts/hanging_walkway_256c.mdl"	"Portal 2 High Walkway"	"256c"
"models/props_bts/hanging_walkway_256d.mdl"	"Portal 2 High Walkway"	"256d"
"models/props_bts/hanging_walkway_256e.mdl"	"Portal 2 High Walkway"	"256e"
"models/props_bts/hanging_walkway_32a.mdl"	"Portal 2 High Walkway"	"32a"
"models/props_bts/hanging_walkway_32b.mdl"	"Portal 2 High Walkway"	"32b"
"models/props_bts/hanging_walkway_32c.mdl"	"Portal 2 High Walkway"	"32c"
"models/props_bts/hanging_walkway_32d.mdl"	"Portal 2 High Walkway"	"32d"
"models/props_bts/hanging_walkway_32e.mdl"	"Portal 2 High Walkway"	"32e"
"models/props_bts/hanging_walkway_64a.mdl"	"Portal 2 High Walkway"	"64a"
"models/props_bts/hanging_walkway_64b.mdl"	"Portal 2 High Walkway"	"64b"
"models/props_bts/hanging_walkway_64c.mdl"	"Portal 2 High Walkway"	"64c"
"models/props_bts/hanging_walkway_64d.mdl"	"Portal 2 High Walkway"	"64d"
"models/props_bts/hanging_walkway_64e.mdl"	"Portal 2 High Walkway"	"64e"
"models/props_bts/hanging_walkway_angle_30.mdl"	"Portal 2 High Walkway"	"Angle 30"
"models/props_bts/hanging_walkway_corner.mdl"	"Portal 2 High Walkway"	"Corner"
"models/props_bts/walkway_destroyed_128a.mdl"	"Portal 2 High Walkway"	"Destroyed 128a"
"models/props_bts/walkway_destroyed_64a.mdl"	"Portal 2 High Walkway"	"Destroyed 64a"
"models/props_bts/hanging_walkway_end_a.mdl"	"Portal 2 High Walkway"	"End A"
"models/props_bts/hanging_walkway_end_b.mdl"	"Portal 2 High Walkway"	"End B"
"models/props_bts/hanging_walkway_end_cap.mdl"	"Portal 2 High Walkway"	"End Cap"
"models/props_bts/hanging_walkway_gate_a.mdl"	"Portal 2 High Walkway"	"Gate A"
"models/props_bts/hanging_walkway_gate_door.mdl"	"Portal 2 High Walkway"	"Gate Door"
"models/props_bts/hanging_walkway_gate_frame.mdl"	"Portal 2 High Walkway"	"Gate Frame"
"models/props_bts/hanging_walkway_l.mdl"	"Portal 2 High Walkway"	"L"
"models/props_bts/hanging_walkway_l_norail.mdl"	"Portal 2 High Walkway"	"L Norail"
"models/props_bts/hanging_walkway_t.mdl"	"Portal 2 High Walkway"	"T"
"models/props_bts/hanging_walkway_t_norail.mdl"	"Portal 2 High Walkway"	"T Norail"
"models/props_bts/hanging_walkway_x.mdl"	"Portal 2 High Walkway"	"X"
"models/props_bts/hanging_walkway_x_norail.mdl"	"Portal 2 High Walkway"	"X Norail"
# Categorize(Portal 2 Walkway UG): nil
"models/props_underground/stair_128.mdl"	"Portal 2 Walkway UG"	"128"
"models/props_underground/railing_128a.mdl"	"Portal 2 Walkway UG"	"128a"
"models/props_underground/walkway_128a.mdl"	"Portal 2 Walkway UG"	"128a"
"models/props_underground/walkway_destroyed_128a.mdl"	"Portal 2 Walkway UG"	"128a"
"models/props_underground/railing_128b.mdl"	"Portal 2 Walkway UG"	"128b"
"models/props_underground/walkway_128b.mdl"	"Portal 2 Walkway UG"	"128b"
"models/props_underground/walkway_128c.mdl"	"Portal 2 Walkway UG"	"128c"
"models/props_underground/stair_256.mdl"	"Portal 2 Walkway UG"	"256"
"models/props_underground/railing_256a.mdl"	"Portal 2 Walkway UG"	"256a"
"models/props_underground/walkway_256a.mdl"	"Portal 2 Walkway UG"	"256a"
"models/props_underground/railing_256b.mdl"	"Portal 2 Walkway UG"	"256b"
"models/props_underground/walkway_256b.mdl"	"Portal 2 Walkway UG"	"256b"
"models/props_underground/walkway_256c.mdl"	"Portal 2 Walkway UG"	"256c"
"models/props_underground/stair_32.mdl"	"Portal 2 Walkway UG"	"32"
"models/props_underground/railing_32a.mdl"	"Portal 2 Walkway UG"	"32a"
"models/props_underground/walkway_32a.mdl"	"Portal 2 Walkway UG"	"32a"
"models/props_underground/railing_32b.mdl"	"Portal 2 Walkway UG"	"32b"
"models/props_underground/walkway_32b.mdl"	"Portal 2 Walkway UG"	"32b"
"models/props_underground/walkway_32c.mdl"	"Portal 2 Walkway UG"	"32c"
"models/props_underground/railing_512a.mdl"	"Portal 2 Walkway UG"	"512a"
"models/props_underground/walkway_512a.mdl"	"Portal 2 Walkway UG"	"512a"
"models/props_underground/railing_512b.mdl"	"Portal 2 Walkway UG"	"512b"
"models/props_underground/walkway_512b.mdl"	"Portal 2 Walkway UG"	"512b"
"models/props_underground/walkway_512c.mdl"	"Portal 2 Walkway UG"	"512c"
"models/props_underground/stair_64.mdl"	"Portal 2 Walkway UG"	"64"
"models/props_underground/railing_64a.mdl"	"Portal 2 Walkway UG"	"64a"
"models/props_underground/walkway_64a.mdl"	"Portal 2 Walkway UG"	"64a"
"models/props_underground/walkway_destroyed_64a.mdl"	"Portal 2 Walkway UG"	"64a"
"models/props_underground/railing_64b.mdl"	"Portal 2 Walkway UG"	"64b"
"models/props_underground/walkway_64b.mdl"	"Portal 2 Walkway UG"	"64b"
"models/props_underground/walkway_64c.mdl"	"Portal 2 Walkway UG"	"64c"
"models/props_underground/stair_landing_a.mdl"	"Portal 2 Walkway UG"	"A"
"models/props_underground/walkway_end_a.mdl"	"Portal 2 Walkway UG"	"A"
"models/props_underground/walkway_gate_a.mdl"	"Portal 2 Walkway UG"	"A"
"models/props_underground/walkway_gate_frame_alt.mdl"	"Portal 2 Walkway UG"	"Alt"
"models/props_underground/stair_landing_b.mdl"	"Portal 2 Walkway UG"	"B"
"models/props_underground/walkway_end_b.mdl"	"Portal 2 Walkway UG"	"B"
"models/props_underground/walkway_gate_b.mdl"	"Portal 2 Walkway UG"	"B"
"models/props_underground/walkway_end_c.mdl"	"Portal 2 Walkway UG"	"C"
"models/props_underground/walkway_end_cap.mdl"	"Portal 2 Walkway UG"	"Cap"
"models/props_underground/walkway_corner.mdl"	"Portal 2 Walkway UG"	"Corner"
"models/props_underground/stair_exit.mdl"	"Portal 2 Walkway UG"	"Exit"
"models/props_underground/walkway_gate_frame.mdl"	"Portal 2 Walkway UG"	"Frame"
"models/props_underground/walkway_l.mdl"	"Portal 2 Walkway UG"	"L"
"models/props_underground/walkway_t.mdl"	"Portal 2 Walkway UG"	"T"
"models/props_underground/walkway_x.mdl"	"Portal 2 Walkway UG"	"X"
# Categorize(Portal Tubes): nil
"models/props_bts/clear_tube_90deg.mdl"	"Portal Tubes"	"Clear Tube 90deg"
"models/props_bts/clear_tube_broken.mdl"	"Portal Tubes"	"Clear Tube Broken"
"models/props_bts/clear_tube_straight.mdl"	"Portal Tubes"	"Clear Tube Straight"
"models/props_bts/clear_tube_tjoint.mdl"	"Portal Tubes"	"Clear Tube Tjoint"
# Categorize(Random Bridges): 343061215
"models/props_swamp/big_jetty.mdl"	"Random Bridges"	"Big Jetty"
"models/props_swamp/boardwalk_128.mdl"	"Random Bridges"	"Boardwalk 128"
"models/props_swamp/boardwalk_256.mdl"	"Random Bridges"	"Boardwalk 256"
"models/props_swamp/boardwalk_384.mdl"	"Random Bridges"	"Boardwalk 384"
"models/props_swamp/boardwalk_tall_128.mdl"	"Random Bridges"	"Boardwalk Tall 128"
"models/props_swamp/boardwalk_tall_256.mdl"	"Random Bridges"	"Boardwalk Tall 256"
"models/props_swamp/boardwalk_tall_384.mdl"	"Random Bridges"	"Boardwalk Tall 384"
"models/props_wasteland/bridge_low_res.mdl"	"Random Bridges"	"Bridge Low Res"
"models/props_canal/canal_bridge01.mdl"	"Random Bridges"	"Canal Bridge01"
"models/props_canal/canal_bridge01b.mdl"	"Random Bridges"	"Canal Bridge01b"
"models/props_canal/canal_bridge02.mdl"	"Random Bridges"	"Canal Bridge02"
"models/props_canal/canal_bridge03a.mdl"	"Random Bridges"	"Canal Bridge03a"
"models/props_canal/canal_bridge03b.mdl"	"Random Bridges"	"Canal Bridge03b"
"models/props_canal/canal_bridge03c.mdl"	"Random Bridges"	"Canal Bridge03c"
"models/props_combine/combine_bridge.mdl"	"Random Bridges"	"Combine Bridge"
"models/props_combine/combine_bridge_b.mdl"	"Random Bridges"	"Combine Bridge B"
"models/karkar/bridge.mdl"	"Random Bridges"	"Karkar"
"models/askari/bridge01_stlve.mdl"	"Random Bridges"	"Stlve"
"models/props_2fort/bridgesupports001.mdl"	"Random Bridges"	"TF Support"
"models/props/tresslebridge.mdl"	"Random Bridges"	"Tresslebridge"
"models/props_viaduct_event/underworld_bridge01.mdl"	"Random Bridges"	"Underworld Bridge01"
"models/props_viaduct_event/underworld_bridge02.mdl"	"Random Bridges"	"Underworld Bridge02"
"models/props_viaduct_event/underworld_bridge03.mdl"	"Random Bridges"	"Underworld Bridge03"
"models/props_viaduct_event/underworld_bridge04.mdl"	"Random Bridges"	"Underworld Bridge04"
"models/karkar/wooden_bridge_helly.mdl"	"Random Bridges"	"Wooden Bridge Helly"
"models/karkar/wooden_bridge_helly_broken_bstk.mdl"	"Random Bridges"	"Wooden Bridge Helly Broken Bstk"
# Categorize(RockMan's Fortification): 3071058065
"models/fortification collection/trench_3way.mdl"	"RockMan's Fortification"	"3way"
"models/fortification collection/trench_4way.mdl"	"RockMan's Fortification"	"4way"
"models/fortification collection/small_bunker1.mdl"	"RockMan's Fortification"	"Bunker1"
"models/fortification collection/small_bunker1a.mdl"	"RockMan's Fortification"	"Bunker1a"
"models/fortification collection/small_bunker2.mdl"	"RockMan's Fortification"	"Bunker2"
"models/fortification collection/small_bunker2a.mdl"	"RockMan's Fortification"	"Bunker2a"
"models/fortification collection/trench_end_corridor.mdl"	"RockMan's Fortification"	"Corridor"
"models/fortification collection/trench_end_single.mdl"	"RockMan's Fortification"	"Single"
"models/fortification collection/trench_straight.mdl"	"RockMan's Fortification"	"Straight"
"models/fortification collection/trench_turn.mdl"	"RockMan's Fortification"	"Turn"
# Categorize(Ron's Minitrain Props): 728833183
"models/ron/minitrains/straight/1.mdl"	"Ron's Minitrain Props"	"1"
"models/ron/minitrains/straight/2.mdl"	"Ron's Minitrain Props"	"2"
"models/ron/minitrains/straight/4.mdl"	"Ron's Minitrain Props"	"4"
"models/ron/minitrains/straight/8.mdl"	"Ron's Minitrain Props"	"8"
"models/ron/minitrains/elevations/straight/bridge.mdl"	"Ron's Minitrain Props"	"Bridge"
"models/ron/minitrains/elevations/straight/elevation_1.mdl"	"Ron's Minitrain Props"	"Elevation 1"
"models/ron/minitrains/elevations/straight/elevation_1024.mdl"	"Ron's Minitrain Props"	"Elevation 1024"
"models/ron/minitrains/elevations/straight/elevation_128.mdl"	"Ron's Minitrain Props"	"Elevation 128"
"models/ron/minitrains/elevations/straight/elevation_16.mdl"	"Ron's Minitrain Props"	"Elevation 16"
"models/ron/minitrains/elevations/straight/elevation_2.mdl"	"Ron's Minitrain Props"	"Elevation 2"
"models/ron/minitrains/elevations/curves/elevation_225_1.mdl"	"Ron's Minitrain Props"	"Elevation 225 1"
"models/ron/minitrains/elevations/curves/elevation_225_2.mdl"	"Ron's Minitrain Props"	"Elevation 225 2"
"models/ron/minitrains/elevations/curves/elevation_225_3.mdl"	"Ron's Minitrain Props"	"Elevation 225 3"
"models/ron/minitrains/elevations/curves/elevation_225_4.mdl"	"Ron's Minitrain Props"	"Elevation 225 4"
"models/ron/minitrains/elevations/curves/elevation_225_5.mdl"	"Ron's Minitrain Props"	"Elevation 225 5"
"models/ron/minitrains/elevations/curves/elevation_225_6.mdl"	"Ron's Minitrain Props"	"Elevation 225 6"
"models/ron/minitrains/elevations/straight/elevation_256.mdl"	"Ron's Minitrain Props"	"Elevation 256"
"models/ron/minitrains/elevations/straight/elevation_32.mdl"	"Ron's Minitrain Props"	"Elevation 32"
"models/ron/minitrains/elevations/straight/elevation_4.mdl"	"Ron's Minitrain Props"	"Elevation 4"
"models/ron/minitrains/elevations/curves/elevation_45_1.mdl"	"Ron's Minitrain Props"	"Elevation 45 1"
"models/ron/minitrains/elevations/curves/elevation_45_2.mdl"	"Ron's Minitrain Props"	"Elevation 45 2"
"models/ron/minitrains/elevations/curves/elevation_45_3.mdl"	"Ron's Minitrain Props"	"Elevation 45 3"
"models/ron/minitrains/elevations/curves/elevation_45_4.mdl"	"Ron's Minitrain Props"	"Elevation 45 4"
"models/ron/minitrains/elevations/curves/elevation_45_5.mdl"	"Ron's Minitrain Props"	"Elevation 45 5"
"models/ron/minitrains/elevations/curves/elevation_45_6.mdl"	"Ron's Minitrain Props"	"Elevation 45 6"
"models/ron/minitrains/elevations/straight/elevation_512.mdl"	"Ron's Minitrain Props"	"Elevation 512"
"models/ron/minitrains/elevations/straight/elevation_64.mdl"	"Ron's Minitrain Props"	"Elevation 64"
"models/ron/minitrains/elevations/straight/elevation_8.mdl"	"Ron's Minitrain Props"	"Elevation 8"
"models/ron/minitrains/elevations/curves/elevation_90_1.mdl"	"Ron's Minitrain Props"	"Elevation 90 1"
"models/ron/minitrains/elevations/curves/elevation_90_2.mdl"	"Ron's Minitrain Props"	"Elevation 90 2"
"models/ron/minitrains/elevations/curves/elevation_90_3.mdl"	"Ron's Minitrain Props"	"Elevation 90 3"
"models/ron/minitrains/elevations/curves/elevation_90_4.mdl"	"Ron's Minitrain Props"	"Elevation 90 4"
"models/ron/minitrains/elevations/curves/elevation_90_5.mdl"	"Ron's Minitrain Props"	"Elevation 90 5"
"models/ron/minitrains/elevations/curves/elevation_90_6.mdl"	"Ron's Minitrain Props"	"Elevation 90 6"
"models/ron/minitrains/elevations/ramps/elevation_ramp_128.mdl"	"Ron's Minitrain Props"	"Elevation Ramp 128"
"models/ron/minitrains/elevations/ramps/elevation_ramp_256.mdl"	"Ron's Minitrain Props"	"Elevation Ramp 256"
"models/ron/minitrains/elevations/ramps/elevation_ramp_512.mdl"	"Ron's Minitrain Props"	"Elevation Ramp 512"
"models/ron/minitrains/scenery/tunnel_64.mdl"	"Ron's Minitrain Props"	"Tunnel 64"
# Categorize(SProps): 173482196
"models/sprops/trans/train/track_h03.mdl"	"SProps"	"225 Down"
"models/sprops/trans/train/track_h02.mdl"	"SProps"	"225 Up"
"models/sprops/trans/train/track_h01.mdl"	"SProps"	"Ramp"
"models/sprops/trans/train/rerailer.mdl"	"SProps"	"Rerailer"
"models/sprops/trans/train/track_s01.mdl"	"SProps"	"Straight 1x"
"models/sprops/trans/train/track_s02.mdl"	"SProps"	"Straight 2x"
"models/sprops/trans/train/track_s03.mdl"	"SProps"	"Straight 3x"
"models/sprops/trans/train/track_s04.mdl"	"SProps"	"Straight 4x"
"models/sprops/trans/train/track_s05.mdl"	"SProps"	"Straight 5x"
"models/sprops/trans/train/track_s06.mdl"	"SProps"	"Straight 6x"
"models/sprops/trans/train/track_t90_02.mdl"	"SProps"	"Turn 90 Big"
"models/sprops/trans/train/track_t90_01.mdl"	"SProps"	"Turn 90 Small"
# Categorize(Scene Builder): 2233731395
"models/scene_building/sewer_system/arch_hall_3way.mdl"	"Scene Builder"	"Arch Hall 3way"
"models/scene_building/sewer_system/arch_hall_4way.mdl"	"Scene Builder"	"Arch Hall 4way"
"models/scene_building/sewer_system/arch_hall_corner.mdl"	"Scene Builder"	"Arch Hall Corner"
"models/scene_building/sewer_system/arch_small_door1.mdl"	"Scene Builder"	"Arch Small Door1"
"models/scene_building/sewer_system/arch_small_door2.mdl"	"Scene Builder"	"Arch Small Door2"
"models/scene_building/sewer_system/arch_small_hall.mdl"	"Scene Builder"	"Arch Small Hall"
"models/scene_building/sewer_system/arch_small_hall_med.mdl"	"Scene Builder"	"Arch Small Hall Med"
"models/scene_building/sewer_system/arch_small_hall_small.mdl"	"Scene Builder"	"Arch Small Hall Small"
"models/scene_building/sewer_system/beam_door.mdl"	"Scene Builder"	"Beam Door"
"models/scene_building/sewer_system/beam_hall.mdl"	"Scene Builder"	"Beam Hall"
"models/scene_building/sewer_system/beam_hall_sky.mdl"	"Scene Builder"	"Beam Hall Sky"
"models/scene_building/sewer_system/beam_hall_sky_dip.mdl"	"Scene Builder"	"Beam Hall Sky Dip"
"models/scene_building/sewer_system/comp_roundroom.mdl"	"Scene Builder"	"Comp Roundroom"
"models/scene_building/small_hallways/hall_1door_med.mdl"	"Scene Builder"	"Hall 1door Med"
"models/scene_building/sewer_system/tunnel_2door.mdl"	"Scene Builder"	"Tunnel 2door"
"models/scene_building/sewer_system/tunnel_2sec.mdl"	"Scene Builder"	"Tunnel 2sec"
"models/scene_building/sewer_system/tunnel_3sec.mdl"	"Scene Builder"	"Tunnel 3sec"
"models/scene_building/sewer_system/tunnel_big_bend.mdl"	"Scene Builder"	"Tunnel Big Bend"
"models/scene_building/sewer_system/tunnel_door.mdl"	"Scene Builder"	"Tunnel Door"
"models/scene_building/sewer_system/tunnel_pipe_ent.mdl"	"Scene Builder"	"Tunnel Pipe Ent"
"models/scene_building/sewer_system/tunnel_pipe_ent_gate.mdl"	"Scene Builder"	"Tunnel Pipe Ent Gate"
"models/scene_building/sewer_system/tunnel_pipe_long.mdl"	"Scene Builder"	"Tunnel Pipe Long"
# Categorize(Shinji85's Rails): 326640186
"models/shinji85/train/rail_bumper.mdl"	"Shinji85's Rails"	"Bumper"
"models/shinji85/train/rail_double_bumper.mdl"	"Shinji85's Rails"	"Bumper Double"
"models/shinji85/train/rail_cs.mdl"	"Shinji85's Rails"	"Counter Switch"
"models/shinji85/train/rail_csfix.mdl"	"Shinji85's Rails"	"Counter Switch Fix"
"models/shinji85/train/rail_cx.mdl"	"Shinji85's Rails"	"Counter X"
"models/shinji85/train/rail_cxfix.mdl"	"Shinji85's Rails"	"Counter X Fix"
"models/shinji85/train/rail_cross_4x.mdl"	"Shinji85's Rails"	"Cross 4x"
"models/shinji85/train/rail_4x_crossing.mdl"	"Shinji85's Rails"	"Crossing 4x"
"models/shinji85/train/rail_double_4x_crossing.mdl"	"Shinji85's Rails"	"Crossing Double 4x"
"models/shinji85/train/rail_curve_cc.mdl"	"Shinji85's Rails"	"Curve Cc"
"models/shinji85/train/rail_curve_r1.mdl"	"Shinji85's Rails"	"Curve R1"
"models/shinji85/train/rail_curve_r11.mdl"	"Shinji85's Rails"	"Curve R11"
"models/shinji85/train/rail_curve_r12.mdl"	"Shinji85's Rails"	"Curve R12"
"models/shinji85/train/rail_curve_r13.mdl"	"Shinji85's Rails"	"Curve R13"
"models/shinji85/train/rail_curve_r2.mdl"	"Shinji85's Rails"	"Curve R2"
